GameNumber,Date,Color,Opponent,Result,Outcome,MyElo,OpponentElo,TimeControl,ECO,Opening,Termination,Site,NumPlies
4112,2024.12.04,White,tehranguijaro,0-1,Loss,441,443,180+2,B01,,tehranguijaro won on time,Chess.com,54
4113,2024.12.04,Black,Habui0209,0-1,Win,450,461,180+2,A43,,KatsMeow23 won by checkmate,Chess.com,52
4114,2024.12.04,White,f_six,0-1,Loss,441,436,180+2,C45,,f_six won on time,Chess.com,104
4115,2024.12.04,Black,leela0071,1-0,Loss,433,461,180+2,B28,,leela0071 won on time,Chess.com,51
4116,2024.12.05,White,MKsinha77,1-0,Win,901,845,900+10,D02,,KatsMeow23 won - game abandoned,Chess.com,85
4117,2024.12.05,Black,TheGuermantes,1-0,Loss,893,909,900+10,B28,,TheGuermantes won by checkmate,Chess.com,95
4118,2024.12.04,Black,eddys0907,0-1,Win,915,894,1/259200,B12,,KatsMeow23 won by resignation,Chess.com,32
4119,2024.12.05,White,r2d2_1985,1-0,Win,441,440,180+2,C00,,KatsMeow23 won - game abandoned,Chess.com,41
4120,2024.12.05,White,YourPawnIsMyDawn,0-1,Loss,431,369,180+2,B01,,YourPawnIsMyDawn won on time,Chess.com,30
4121,2024.12.05,Black,Ghost221123345667,0-1,Win,439,418,180+2,B28,,KatsMeow23 won by resignation,Chess.com,50
4122,2024.12.05,White,Ghost221123345667,1/2-1/2,Draw,439,418,180+2,C45,,Game drawn by agreement,Chess.com,57
4123,2024.12.05,Black,Ghost221123345667,1-0,Loss,431,426,180+2,B06,,Ghost221123345667 won on time,Chess.com,67
4124,2024.12.05,White,ger50npereira,0-1,Loss,423,422,180+2,C45,,ger50npereira won by checkmate,Chess.com,74
4125,2024.12.06,Black,ClayMalton,1-0,Loss,415,423,180+2,A43,,ClayMalton won on time,Chess.com,67
4126,2024.12.06,Black,Aydin_Huseyn,1-0,Loss,408,446,180+2,B20,,Aydin_Huseyn won on time,Chess.com,55
4127,2024.12.06,White,FerdinandFa,0-1,Loss,400,436,180+2,C65,,FerdinandFa won on time,Chess.com,42
4128,2024.12.06,White,tantor24,0-1,Loss,391,373,180+2,C40,,tantor24 won by checkmate,Chess.com,30
4129,2024.12.06,White,burgelkibaguetti,1-0,Win,399,397,180+2,C40,,KatsMeow23 won by checkmate,Chess.com,29
4130,2024.12.06,Black,rtalcott37,1-0,Loss,391,397,180+2,A43,,rtalcott37 won by checkmate,Chess.com,103
4131,2024.12.06,Black,pacobilly83,1-0,Loss,382,339,180+2,A43,,pacobilly83 won on time,Chess.com,47
4132,2024.12.06,White,andrichter,0-1,Loss,374,402,180+2,B07,,andrichter won - game abandoned,Chess.com,4
4133,2024.12.06,Black,foxxxieee,1-0,Loss,365,360,180+2,B20,,foxxxieee won on time,Chess.com,41
4134,2024.12.06,Black,sayvandelay,1-0,Loss,358,415,180+2,A43,,sayvandelay won on time,Chess.com,65
4135,2024.12.06,White,VnALV1991,1/2-1/2,Draw,358,340,180+2,C45,,Game drawn by stalemate,Chess.com,101
4136,2024.12.06,White,jacquetdaniel,1-0,Win,366,333,180+2,C40,,KatsMeow23 won by resignation,Chess.com,23
4137,2024.12.06,White,morphysrevenge,1-0,Win,374,368,180+2,C10,,KatsMeow23 won by checkmate,Chess.com,55
4138,2024.12.06,Black,caio91hayashi,0-1,Win,382,375,180+2,B28,,KatsMeow23 won on time,Chess.com,38
4139,2024.12.06,Black,caio91hayashi,0-1,Win,390,367,180+2,B28,,KatsMeow23 won - game abandoned,Chess.com,36
4140,2024.12.06,White,niconob74,0-1,Loss,382,378,180+2,B20,,niconob74 won on time,Chess.com,54
4141,2024.12.06,White,yocj65,1-0,Win,390,395,180+2,C62,,KatsMeow23 won by resignation,Chess.com,51
4142,2024.12.06,Black,NeKit85,1-0,Loss,382,394,180+2,A43,,NeKit85 won by resignation,Chess.com,49
4143,2024.12.06,Black,josefil,0-1,Win,389,349,180+2,B20,,KatsMeow23 won by checkmate,Chess.com,64
4144,2024.12.07,White,knutbsh,1-0,Win,397,389,180+2,C45,,KatsMeow23 won by checkmate,Chess.com,61
4145,2024.12.07,Black,mhbegin,1-0,Loss,389,425,180+2,B20,,mhbegin won on time,Chess.com,53
4146,2024.12.07,White,Jcolandr,1-0,Win,397,368,180+2,B01,,KatsMeow23 won on time,Chess.com,63
4147,2024.12.07,White,allone26,1-0,Win,405,404,180+2,C45,,KatsMeow23 won by checkmate,Chess.com,49
4148,2024.12.07,Black,JohanII,1-0,Loss,398,441,180+2,C00,,JohanII won on time,Chess.com,53
4149,2024.12.07,Black,eliambow,1-0,Loss,390,391,180+2,A40,,eliambow won on time,Chess.com,89
4150,2024.12.07,White,DMOWSKI69,1-0,Win,399,418,180+2,B40,,KatsMeow23 won - game abandoned,Chess.com,47
4151,2024.12.07,Black,MFarina81,1-0,Loss,391,395,180+2,B20,,MFarina81 won on time,Chess.com,41
4152,2024.12.07,White,Hockeydoc,0-1,Loss,885,885,900+10,C45,,Hockeydoc won by resignation,Chess.com,54
4153,2024.11.29,White,nightfury1411,1-0,Win,922,790,1/259200,C45,,KatsMeow23 won by checkmate,Chess.com,43
4154,2024.12.08,Black,nightfury1411,1-0,Loss,386,545,180,B28,,nightfury1411 won on time,Chess.com,55
4155,2024.12.08,White,DevinMcCollum7,1/2-1/2,Draw,386,404,180+2,C00,,Game drawn by stalemate,Chess.com,101
4156,2024.12.08,Black,Shvantz,0-1,Win,394,370,180+2,B20,,KatsMeow23 won by resignation,Chess.com,44
4157,2024.12.08,White,cpt_splashback,0-1,Loss,386,424,180+2,C45,,cpt_splashback won on time,Chess.com,108
4158,2024.12.08,Black,Zchryc,0-1,Win,395,411,180+2,B28,,KatsMeow23 won on time,Chess.com,56
4159,2024.12.08,Black,kingnagiht,1-0,Loss,387,383,180+2,B28,,kingnagiht won by checkmate,Chess.com,59
4160,2024.12.08,White,squshywushy,1-0,Win,395,361,180+2,B12,,KatsMeow23 won on time,Chess.com,51
4161,2024.12.08,Black,pratamaputra123,0-1,Win,404,427,180+2,C00,,KatsMeow23 won by checkmate,Chess.com,106
4162,2024.12.08,White,alejandrolupe1,0-1,Loss,396,404,180+2,C42,,alejandrolupe1 won by checkmate,Chess.com,42
4163,2024.12.09,Black,CWoods01,1-0,Loss,388,393,180+2,B40,,CWoods01 won by checkmate,Chess.com,79
4164,2024.11.21,Black,leightonlbs,1-0,Loss,912,892,1/259200,A06,,leightonlbs won by resignation,Chess.com,75
4165,2024.12.09,White,7Rick07,0-1,Loss,877,889,900+10,D00,,7Rick07 won by checkmate,Chess.com,140
4166,2024.12.09,White,JoeySalter12,0-1,Loss,378,328,180+2,B07,,JoeySalter12 won on time,Chess.com,50
4167,2024.12.10,White,BoboLongSchlong,1-0,Win,386,352,180+2,C00,,KatsMeow23 won on time,Chess.com,59
4168,2024.12.10,Black,CanvasKongen,1-0,Loss,378,398,180+2,B23,,CanvasKongen won on time,Chess.com,67
4169,2024.12.10,Black,Adrithediver,0-1,Win,386,352,180+2,A46,,KatsMeow23 won by checkmate,Chess.com,44
4170,2024.12.10,Black,Lekestic,1-0,Loss,378,400,180+2,A43,,Lekestic won on time,Chess.com,43
4171,2024.12.11,White,Arafartt,1-0,Win,385,334,180+2,C45,,KatsMeow23 won on time,Chess.com,55
4172,2024.12.11,White,Arjya_RC,1-0,Win,392,313,180+2,B01,,KatsMeow23 won by resignation,Chess.com,18
4173,2024.12.11,White,mikeda6,0-1,Loss,383,379,180+2,C42,,mikeda6 won by checkmate,Chess.com,66
4174,2024.12.11,Black,Shawt1987,0-1,Win,885,867,900+10,B20,,KatsMeow23 won by resignation,Chess.com,90
4175,2024.12.12,Black,isokaralo,0-1,Win,391,386,180+2,B28,,KatsMeow23 won by checkmate,Chess.com,64
4176,2024.12.12,White,8chessPie,1-0,Win,399,386,180+2,C42,,KatsMeow23 won by checkmate,Chess.com,29
4177,2024.12.12,White,jbaucellsglez,0-1,Loss,392,438,180+2,C40,,jbaucellsglez won on time,Chess.com,48
4178,2024.12.12,Black,Grande2021,1-0,Loss,384,406,180+2,B28,,Grande2021 won on time,Chess.com,45
4179,2024.12.12,Black,borysmm,1-0,Loss,376,406,180+2,B40,,borysmm won by resignation,Chess.com,107
4180,2024.12.12,White,BrrBrrPataping,0-1,Loss,879,985,900+10,B01,,BrrBrrPataping won by checkmate,Chess.com,40
4181,2024.12.12,White,Rafal123987,0-1,Loss,871,908,900+10,C45,,Rafal123987 won by resignation,Chess.com,96
4182,2024.12.12,Black,GrandamosMansdorf,1-0,Loss,368,391,180+2,B20,,GrandamosMansdorf won by checkmate,Chess.com,97
4183,2024.12.12,White,Clarenz_Canlas,1-0,Win,376,363,180+2,B36,,KatsMeow23 won by checkmate,Chess.com,89
4184,2024.12.12,Black,quimcosta96,1-0,Loss,369,405,180+2,A00,,quimcosta96 won on time,Chess.com,89
4185,2024.12.12,White,elliot_shah,1-0,Win,377,343,180+2,D04,,KatsMeow23 won - game abandoned,Chess.com,23
4186,2024.12.12,Black,DIELOPSER,0-1,Win,385,365,180+2,B28,,KatsMeow23 won on time,Chess.com,38
4187,2024.12.12,Black,codyknoell,1-0,Loss,377,403,180+2,C00,,codyknoell won on time,Chess.com,59
4188,2024.12.12,White,Bortoletto202,0-1,Loss,369,376,180+2,B27,,Bortoletto202 won by checkmate,Chess.com,32
4189,2024.12.13,White,FitJarhead,0-1,Loss,362,440,180+2,C20,,FitJarhead won on time,Chess.com,42
4190,2024.12.06,Black,an-as1223,0-1,Win,921,890,1/259200,B10,,KatsMeow23 won on time,Chess.com,12
4191,2024.12.13,Black,KriznA7,1-0,Loss,354,368,180+2,B28,,KriznA7 won on time,Chess.com,63
4192,2024.12.13,White,Sdtufcv,0-1,Loss,346,370,180+2,D04,,Sdtufcv won on time,Chess.com,56
4193,2024.12.13,Black,elarysmashin,1-0,Loss,337,327,180+2,B28,,elarysmashin won by checkmate,Chess.com,39
4194,2024.12.13,Black,JBlarsen,0-1,Win,345,323,180+2,B20,,KatsMeow23 won by checkmate,Chess.com,42
4195,2024.12.13,White,Grimuxx,1-0,Win,353,323,180+2,D02,,KatsMeow23 won by checkmate,Chess.com,69
4196,2024.12.13,Black,Ompadumpa81,1-0,Loss,344,338,180+2,B28,,Ompadumpa81 won on time,Chess.com,51
4197,2024.12.13,Black,popular1,0-1,Win,353,372,180+2,B28,,KatsMeow23 won on time,Chess.com,52
4198,2024.12.13,White,kiratssaini,1-0,Win,362,378,180+2,B08,,KatsMeow23 won on time,Chess.com,61
4199,2024.12.14,White,RobinRCB,1-0,Win,369,330,180+2,B01,,KatsMeow23 won on time,Chess.com,71
4200,2024.12.14,White,drunken1rocket,0-1,Loss,362,438,180+2,C41,,drunken1rocket won by checkmate,Chess.com,64
4201,2024.12.14,Black,StevenV91,0-1,Win,371,378,180+2,B21,,KatsMeow23 won - game abandoned,Chess.com,32
4202,2024.12.14,White,kimmej3,0-1,Loss,363,361,180+2,D02,,kimmej3 won on time,Chess.com,62
4203,2024.12.15,White,shahramyk,1-0,Win,877,798,900+10,D04,,KatsMeow23 won by checkmate,Chess.com,65
4204,2024.12.15,White,Hashxmr,1-0,Win,885,866,900+10,D04,,KatsMeow23 won by resignation,Chess.com,41
4205,2024.12.15,Black,Looser2024,1-0,Loss,876,847,900+10,B28,,Looser2024 won by resignation,Chess.com,119
4206,2024.12.15,Black,Waseem_Ghani,0-1,Win,371,342,180+2,B20,,KatsMeow23 won on time,Chess.com,38
4207,2024.12.15,Black,waiting_for,1-0,Loss,362,352,180+2,A00,,waiting_for won on time,Chess.com,59
4208,2024.12.15,White,Jeimes-Lazo,1-0,Win,370,355,180+2,A46,,KatsMeow23 won by checkmate,Chess.com,61
4209,2024.12.16,Black,Ihqppy,0-1,Win,378,367,180+2,A43,,KatsMeow23 won by checkmate,Chess.com,38
4210,2024.12.16,Black,Agent_AM,0-1,Win,386,376,180+2,B28,,KatsMeow23 won by resignation,Chess.com,92
4211,2024.12.16,White,celiscanto,1-0,Win,395,405,180+2,D02,,KatsMeow23 won - game abandoned,Chess.com,29
4212,2024.12.16,Black,anaxdm3,1-0,Loss,387,421,180+2,A43,,anaxdm3 won by checkmate,Chess.com,43
4213,2024.12.16,White,giancmate,0-1,Loss,379,379,180+2,A40,,giancmate won on time,Chess.com,32
4214,2024.12.16,Black,ghuhfgh,1-0,Loss,371,404,180+2,B10,,ghuhfgh won on time,Chess.com,87
4215,2024.12.16,White,fernandezluismi,1-0,Win,884,886,900+10,A40,,KatsMeow23 won by resignation,Chess.com,37
4216,2024.12.16,White,adityab4,0-1,Loss,877,931,900+10,A48,,adityab4 won by resignation,Chess.com,78
4217,2024.12.16,White,derp_chess,1-0,Win,380,398,180+2,D02,,KatsMeow23 won by checkmate,Chess.com,37
4218,2024.12.17,Black,Soham_Ladole,1-0,Loss,869,877,600,B10,,Soham_Ladole won on time,Chess.com,79
4219,2024.12.17,White,ProudLoon2004,0-1,Loss,861,881,600,D04,,ProudLoon2004 won by resignation,Chess.com,92
4220,2024.12.17,Black,19Nightowl81,0-1,Win,388,381,180+2,B20,,KatsMeow23 won by resignation,Chess.com,32
4221,2024.12.17,Black,acquirethecash,1-0,Loss,380,391,180+2,B28,,acquirethecash won on time,Chess.com,27
4222,2024.12.17,White,Dalin11,0-1,Loss,373,431,180+2,C42,,Dalin11 won on time,Chess.com,50
4223,2024.12.17,Black,rexbechilling,0-1,Win,382,393,180+2,A40,,KatsMeow23 won by checkmate,Chess.com,172
4224,2024.12.18,White,emjaynee,0-1,Loss,373,338,180+2,D02,,emjaynee won on time,Chess.com,54
4225,2024.12.18,Black,sarthak7770777,1-0,Loss,365,360,180+2,B10,,sarthak7770777 won on time,Chess.com,53
4226,2024.12.18,Black,vinay0891,0-1,Win,868,821,900+10,A11,,KatsMeow23 won by resignation,Chess.com,34
4227,2024.12.18,White,Osama3A,0-1,Loss,860,855,900+10,D02,,Osama3A won by checkmate,Chess.com,84
4228,2024.12.19,White,Anhs8007,0-1,Loss,357,386,180+2,D02,,Anhs8007 won by checkmate,Chess.com,42
4229,2024.12.19,White,dzhoni26,1-0,Win,364,309,180+2,D02,,KatsMeow23 won on time,Chess.com,57
4230,2024.12.19,Black,Dr_MoAdel,0-1,Win,372,369,180+2,B13,,KatsMeow23 won by checkmate,Chess.com,72
4231,2024.12.20,Black,suroorbutti,1-0,Loss,364,390,180+2,B30,,suroorbutti won on time,Chess.com,59
4232,2024.12.20,White,Fluxeee,0-1,Loss,356,372,180+2,A40,,Fluxeee won on time,Chess.com,54
4233,2024.12.20,Black,Edwin70800,0-1,Win,365,372,180+2,B28,,KatsMeow23 won - game abandoned,Chess.com,32
4234,2024.12.20,White,DntCare19,1-0,Win,373,370,180+2,D02,,KatsMeow23 won - game abandoned,Chess.com,19
4235,2024.12.20,Black,stepan200799,1-0,Loss,365,384,180+2,C00,,stepan200799 won by checkmate,Chess.com,49
4236,2024.12.20,White,dopepatanjali,1-0,Win,373,333,180+2,D05,,KatsMeow23 won - game abandoned,Chess.com,27
4237,2024.12.20,Black,thebeerman69,0-1,Win,381,365,180+2,B40,,KatsMeow23 won by checkmate,Chess.com,46
4238,2024.12.20,White,albinoRhino0,1-0,Win,389,353,180+2,A40,,KatsMeow23 won on time,Chess.com,57
4239,2024.12.20,Black,ChessIsAMess132,1-0,Loss,383,477,180+2,B40,,ChessIsAMess132 won on time,Chess.com,51
4240,2024.12.20,White,CHATTERJEE18,1-0,Win,390,348,180+2,D02,,KatsMeow23 won by resignation,Chess.com,31
4241,2024.12.20,Black,Andrew_T1ts,1-0,Loss,381,379,180+2,B28,,Andrew_T1ts won on time,Chess.com,63
4242,2024.12.20,Black,iamlieilie,0-1,Win,388,344,180+2,A43,,KatsMeow23 won by resignation,Chess.com,22
4243,2024.12.20,White,OmPandey1092,0-1,Loss,380,403,180+2,D02,,OmPandey1092 won by checkmate,Chess.com,142
4244,2024.12.20,Black,DiogoOwO,0-1,Win,388,373,180+2,A43,,KatsMeow23 won by resignation,Chess.com,27
4245,2024.12.20,White,blacksmith430,1-0,Win,397,444,180+2,A48,,KatsMeow23 won by checkmate,Chess.com,51
4246,2024.12.20,Black,ybuBalllka,0-1,Win,405,380,180+2,B28,,KatsMeow23 won by checkmate,Chess.com,24
4247,2024.12.20,White,Storm_F-F,1-0,Win,412,366,180+2,D04,,KatsMeow23 won by checkmate,Chess.com,57
4248,2024.12.20,White,shawilly,1-0,Win,420,388,180+2,D02,,KatsMeow23 won by checkmate,Chess.com,29
4249,2024.12.20,White,ManeScofield,1-0,Win,429,435,180+2,D02,,KatsMeow23 won on time,Chess.com,63
4250,2024.12.21,White,benken3,0-1,Loss,420,409,180+2,A40,,benken3 won on time,Chess.com,68
4251,2024.12.21,Black,ShmurdaJr,0-1,Win,428,400,180+2,A43,,KatsMeow23 won by checkmate,Chess.com,60
4252,2024.12.21,Black,Man-Bear-Pug,0-1,Win,435,373,180+2,B23,,KatsMeow23 won by resignation,Chess.com,16
4253,2024.12.21,White,solid610,1-0,Win,444,460,180+2,D02,,KatsMeow23 won on time,Chess.com,49
4254,2024.12.21,Black,azarola,1-0,Loss,437,499,180+2,C00,,azarola won on time,Chess.com,53
4255,2024.12.21,Black,DerfTan,0-1,Win,445,442,180+2,A34,,KatsMeow23 won on time,Chess.com,58
4256,2024.12.21,Black,DrakonicDemon,0-1,Win,453,457,180+2,B20,,KatsMeow23 won by resignation,Chess.com,25
4257,2024.12.21,White,yzeuse,1-0,Win,461,446,180+2,D02,,KatsMeow23 won by checkmate,Chess.com,31
4258,2024.12.21,Black,OLDGORD,0-1,Win,469,429,180+2,A40,,KatsMeow23 won by checkmate,Chess.com,60
4259,2024.12.21,White,sultan_neto,1-0,Win,477,477,180+2,A80,,KatsMeow23 won by resignation,Chess.com,49
4260,2024.12.21,White,ntw42,0-1,Loss,470,517,180+2,D04,,ntw42 won on time,Chess.com,66
4261,2024.12.21,White,frenchy76666,0-1,Loss,462,483,180+2,D02,,frenchy76666 won on time,Chess.com,62
4262,2024.12.22,Black,Manoj_gupta32,0-1,Win,471,476,180+2,A43,,KatsMeow23 won on time,Chess.com,38
4263,2024.12.22,Black,NewMaman,1-0,Loss,464,609,180+2,A08,,NewMaman won by checkmate,Chess.com,65
4264,2024.12.22,White,bryanyaj,0-1,Loss,458,568,180+2,D02,,bryanyaj won by checkmate,Chess.com,48
4265,2024.12.22,Black,abhinavnagpure,0-1,Win,466,431,180+2,B23,,KatsMeow23 won on time,Chess.com,42
4266,2024.12.23,Black,ClassyPenguin1,1-0,Loss,459,497,180+2,B28,,ClassyPenguin1 won by checkmate,Chess.com,99
4267,2024.12.23,White,yashrajanand2,0-1,Loss,452,520,180+2,C47,,yashrajanand2 won on time,Chess.com,48
4268,2024.12.23,Black,izanami_n,1-0,Loss,443,439,180+2,B30,,izanami_n won on time,Chess.com,61
4269,2024.12.23,White,arvicont1,1-0,Win,866,782,900+10,D02,,KatsMeow23 won by checkmate,Chess.com,45
4270,2024.12.24,White,Jesse_Shih,1-0,Win,450,374,180+2,A40,,KatsMeow23 won by resignation,Chess.com,5
4271,2024.12.24,Black,willmlee,1-0,Loss,442,452,180+2,B28,,willmlee won by resignation,Chess.com,39
4272,2024.12.24,White,chrisespencer,1-0,Win,451,474,180+2,C45,,KatsMeow23 won by resignation,Chess.com,53
4273,2024.12.24,Black,Mjeed41,0-1,Win,458,422,180+2,B20,,KatsMeow23 won by resignation,Chess.com,72
4274,2024.12.24,White,SavageGuru,0-1,Loss,450,476,180+2,A40,,SavageGuru won by checkmate,Chess.com,30
4275,2024.12.24,Black,Jakobskrn,0-1,Win,458,441,180+2,B28,,KatsMeow23 won by resignation,Chess.com,20
4276,2024.12.24,White,ultravioletow1,1-0,Win,467,486,180+2,D02,,KatsMeow23 won by resignation,Chess.com,41
4277,2024.12.24,Black,RupeshS,1-0,Loss,458,451,180+2,B28,,RupeshS won by checkmate,Chess.com,35
4278,2024.12.24,Black,begundalll,0-1,Win,466,464,180+2,C00,,KatsMeow23 won by checkmate,Chess.com,24
4279,2024.12.24,White,michael1234567891,1-0,Win,474,470,180+2,D02,,KatsMeow23 won by checkmate,Chess.com,35
4280,2024.12.24,Black,xorman007,1-0,Loss,466,464,180+2,B28,,xorman007 won on time,Chess.com,91
4281,2024.12.24,White,EslaMBeaTBoX,1-0,Win,474,478,180+2,A40,,KatsMeow23 won by checkmate,Chess.com,57
4282,2024.12.24,Black,danhilltech,0-1,Win,481,426,180+2,A43,,KatsMeow23 won on time,Chess.com,58
4283,2024.12.24,White,VSA_81,1-0,Win,489,457,180+2,A46,,KatsMeow23 won by checkmate,Chess.com,85
4284,2024.12.24,Black,MarkabaMage,0-1,Win,497,492,180+2,B30,,KatsMeow23 won by checkmate,Chess.com,124
4285,2024.12.24,White,3eja23,1-0,Win,506,513,180+2,A40,,KatsMeow23 won by resignation,Chess.com,76
4286,2024.12.25,Black,djretrotron,0-1,Win,875,902,900+10,A43,,KatsMeow23 won by resignation,Chess.com,28
4287,2024.12.25,White,Wojisan,1-0,Win,884,891,900+10,D04,,KatsMeow23 won by resignation,Chess.com,43
4288,2024.12.25,Black,MyIreForAiur,1-0,Loss,875,873,900+10,B28,,MyIreForAiur won by checkmate,Chess.com,35
4289,2024.12.26,White,Airo95,1-0,Win,514,501,180+2,D02,,KatsMeow23 won on time,Chess.com,67
4290,2024.12.26,Black,vat_g,0-1,Win,881,770,900+10,B28,,KatsMeow23 won - game abandoned,Chess.com,30
4291,2024.12.26,Black,0x6D617465,1-0,Loss,873,892,900+10,A43,,0x6D617465 won by checkmate,Chess.com,37
4292,2024.12.26,White,ashish_kaushik,0-1,Loss,864,833,900+10,A04,,ashish_kaushik won by checkmate,Chess.com,88
4293,2024.12.26,White,Leinierenigma,1-0,Win,521,485,180+2,D02,,KatsMeow23 won by resignation,Chess.com,44
4294,2024.12.27,White,NewZealandMysteryPlayer,1-0,Win,529,502,180+2,A40,,KatsMeow23 won by checkmate,Chess.com,53
4295,2024.12.27,Black,strategoss88,1-0,Loss,855,807,900+10,A40,,strategoss88 won by resignation,Chess.com,65
4296,2024.12.27,White,Misiulx,0-1,Loss,848,923,900+10,D02,,Misiulx won by checkmate,Chess.com,72
4297,2024.12.27,Black,TiredPawn871,0-1,Win,856,825,900+10,B22,,KatsMeow23 won by checkmate,Chess.com,68
4298,2024.12.27,White,tjukola,0-1,Loss,522,575,180+2,A80,,tjukola won by checkmate,Chess.com,46
4299,2024.12.28,Black,zetimm,0-1,Win,866,932,900+10,B20,,KatsMeow23 won by resignation,Chess.com,98
4300,2024.12.28,White,cgilene,0-1,Loss,860,968,900+10,D02,,cgilene won by checkmate,Chess.com,72
4301,2024.12.28,Black,m7md3153,0-1,Win,530,512,180+2,B28,,KatsMeow23 won - game abandoned,Chess.com,20
4302,2024.12.28,White,Goatofthesea662,0-1,Loss,851,808,900+10,D05,,Goatofthesea662 won by checkmate,Chess.com,64
4303,2024.12.28,Black,JackJohnsonPogson,1-0,Loss,844,903,900+10,B28,,JackJohnsonPogson won by checkmate,Chess.com,43
4304,2024.12.30,Black,Nikito75,1-0,Loss,839,985,900+10,B20,,Nikito75 won by resignation,Chess.com,55
4305,2024.12.30,White,Raxphy,1-0,Win,847,834,900+10,D02,,KatsMeow23 won by checkmate,Chess.com,49
4306,2024.12.30,White,lokendra-singh-dhirawat,0-1,Loss,838,802,900+10,D04,,lokendra-singh-dhirawat won by resignation,Chess.com,59
4307,2024.12.30,Black,ConradRay2024,1-0,Loss,834,1025,900+10,B20,,ConradRay2024 won by resignation,Chess.com,41
4308,2024.12.31,White,Mileycyrus7,1-0,Win,538,536,180+2,D02,,KatsMeow23 won on time,Chess.com,101
4309,2024.12.31,Black,Thomas220802,0-1,Win,546,548,180+2,A40,,KatsMeow23 won - game abandoned,Chess.com,4
4310,2024.12.31,Black,tbpetrovic,0-1,Win,555,574,180+2,A43,,KatsMeow23 won - game abandoned,Chess.com,6
4311,2024.12.31,White,hsn20000,1-0,Win,842,835,900+10,A40,,KatsMeow23 won on time,Chess.com,95
4312,2024.12.31,White,Zeolade,0-1,Loss,546,549,180+2,A40,,Zeolade won on time,Chess.com,62
4313,2024.12.31,Black,ALMERJANN,1/2-1/2,Draw,547,584,180+2,B22,,Game drawn by agreement,Chess.com,34
4314,2024.12.31,Black,Knightmairz,0-1,Win,555,543,300+2,B20,,KatsMeow23 won by resignation,Chess.com,56
4315,2025.01.01,White,Salvi-22,0-1,Loss,544,431,300+2,D02,,Salvi-22 won by checkmate,Chess.com,34
4316,2025.01.01,Black,ItsMeTheMissile,0-1,Win,544,544,300+2,B28,,KatsMeow23 won by resignation,Chess.com,108
4317,2025.01.01,Black,Khyat_29,1/2-1/2,Draw,544,548,300+2,A43,,Game drawn by stalemate,Chess.com,114
4318,2025.01.01,White,dems_typ,1-0,Win,552,556,300+5,D04,,KatsMeow23 won - game abandoned,Chess.com,97
4319,2025.01.01,White,DOOTS1224,1-0,Win,558,440,300+5,A41,,KatsMeow23 won by resignation,Chess.com,35
4320,2025.01.01,Black,gunnarsjef,1/2-1/2,Draw,558,570,300+5,B28,,Game drawn by insufficient material,Chess.com,113
4321,2025.01.02,White,tahmasb10,0-1,Loss,553,692,300+5,D02,,tahmasb10 won by resignation,Chess.com,78
4322,2025.01.02,Black,b1battle_droid,0-1,Win,560,481,300+5,B28,,KatsMeow23 won by resignation,Chess.com,44
4323,2025.01.03,White,gherbodiocan,0-1,Loss,553,606,300+5,D02,,gherbodiocan won by checkmate,Chess.com,40
4324,2025.01.03,Black,Krakaroff,0-1,Win,561,524,300+5,B20,,KatsMeow23 won by resignation,Chess.com,16
4325,2025.01.03,Black,Cheesus23,0-1,Win,572,675,300+5,B28,,KatsMeow23 won on time,Chess.com,56
